Date,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All
1/15/2002,73373,11575,12107,14123,33798,43976,59495,70206,13878,3167,15.8,16.5,19.2,46.1,59.9,81.1,95.7,18.9,4.3,16.4,23.1,25.8,34.3,11.1,13.8,17.6,22.8
1/8/2002,74703,9362,15063,14446,37782,41111,61590,70621,13112,4082,12.5,20.2,19.3,50.6,55,82.4,94.5,17.6,5.5,18.5,24.3,27.4,34.7,11.1,14.5,17.8,22.4
12/28/2001,70246,9957,15743,13006,35421,37937,58383,66686,11863,3560,14.2,22.4,18.5,50.4,54,83.1,94.9,16.9,5.1,18.5,24.4,27.8,35.4,12.1,15.3,19.2,23.7
12/21/2001,71048,8759,15378,13215,35326,37694,57300,66287,13747,4760,12.3,21.6,18.6,49.7,53.1,80.7,93.3,19.3,6.7,17.9,24.2,26.7,34.7,12,15.7,18.2,23.5
12/18/2001,69603,8444,18617,12480,36399,34326,57323,65423,12280,4180,12.1,26.7,17.9,52.3,49.3,82.4,94,17.6,6,18.1,25.2,27.2,35.3,12.3,17,19,24.6
12/11/2001,72004,8330,17727,13934,36906,35647,59169,67308,12835,4696,11.6,24.6,19.4,51.3,49.5,82.2,93.5,17.8,6.5,19.3,25.3,28,34.9,11,15.3,18,22.5
12/4/2001,70140,7695,17442,14000,36279,34120,57974,65563,12167,4578,11,24.9,20,51.7,48.6,82.7,93.5,17.3,6.5,19.4,24.2,27.5,34.9,10.6,15.8,17.7,22.8
11/27/2001,65775,7654,14084,13484,33350,34011,54489,61579,11287,4196,11.6,21.4,20.5,50.7,51.7,82.8,93.6,17.2,6.4,19.3,27.2,28.6,38.5,10.4,17.5,17.8,25.2
11/20/2001,65580,8434,10477,13558,29746,35107,51738,59142,13841,6438,12.9,16,20.7,45.4,53.5,78.9,90.2,21.1,9.8,15,26.3,24.6,36.4,9.8,17.8,16.4,24.7
11/13/2001,69473,6916,16896,12642,36522,34373,56080,63912,13393,5561,10,24.3,18.2,52.6,49.5,80.7,92,19.3,8,18,23.4,27.2,35.6,9.5,15.1,15.9,23.7
11/6/2001,79523,7169,17440,18484,39855,37600,65508,73523,14015,6000,9,21.9,23.2,50.1,47.3,82.4,92.5,17.6,7.5,18.2,22.8,26.9,34.3,8.8,12.9,13.7,20.3
10/30/2001,77755,6659,20852,16285,43470,35318,66415,72456,11340,5299,8.6,26.8,20.9,55.9,45.4,85.4,93.2,14.6,6.8,19.3,21.1,28,33.6,9.8,13,16.9,20.4
10/23/2001,76686,6629,20047,15549,43537,36465,65714,72060,10972,4626,8.6,26.1,20.3,56.8,47.6,85.7,94,14.3,6,19.8,20.7,28.8,32.9,9.9,13,16.9,20.5
10/16/2001,73258,6540,19146,14354,41597,35033,62492,68533,10766,4725,8.9,26.1,19.6,56.8,47.8,85.3,93.6,14.7,6.4,18.6,21.1,28.1,32.1,9.8,12.6,16.8,20.6
10/9/2001,72590,6647,18514,13921,40694,35562,61262,67997,11327,4592,9.2,25.5,19.2,56.1,49,84.4,93.7,15.6,6.3,18.6,21.7,28,33.1,9.6,13.6,16.4,21.6
10/2/2001,71054,6549,19599,12998,39148,33096,58695,65693,12359,5361,9.2,27.6,18.3,55.1,46.6,82.6,92.5,17.4,7.5,17.3,20,26.7,32.5,9.9,14.5,16.2,23.3
9/25/2001,69316,6360,18809,12369,37727,32327,56455,63505,12861,5811,9.2,27.1,17.8,54.4,46.6,81.4,91.6,18.6,8.4,16.9,21.3,24.8,33.8,9.5,16.1,15.2,24.8
9/18/2001,68798,6944,18759,12222,36276,32010,55442,62991,13356,5807,10.1,27.3,17.8,52.7,46.5,80.6,91.6,19.4,8.4,16.1,22.6,24.4,35.2,9.3,18,15.1,26.9
9/4/2001,67399,7275,16690,11789,33884,32274,52948,60753,14451,6646,10.8,24.8,17.5,50.3,47.9,78.6,90.1,21.4,9.9,15.1,22.1,22.6,33.3,9.3,19.4,15.5,27.3
8/28/2001,64902,7051,14211,11602,31439,32427,50092,58240,14809,6661,10.9,21.9,17.9,48.4,50,77.2,89.7,22.8,10.3,14.3,22.8,21.4,35.6,9.3,21.1,15,29.9
8/21/2001,63334,7475,13208,11718,29641,31905,48833,56831,14501,6503,11.8,20.9,18.5,46.8,50.4,77.1,89.7,22.9,10.3,15,20.7,22.4,32.2,9.2,18.1,14.7,25.9
8/14/2001,70102,7602,21009,11267,37777,32677,56646,64953,13456,5149,10.8,30,16.1,53.9,46.6,80.8,92.7,19.2,7.3,18.6,23.1,26.3,33.4,9.6,13.5,14.8,21
8/7/2001,75698,7536,19504,16320,36985,33706,60841,69530,14857,6168,10,25.8,21.6,48.9,44.5,80.4,91.9,19.6,8.1,15.9,19.8,23.2,29.6,7.7,12.6,12,19.5
7/31/2001,73093,7628,20047,15300,36692,31846,59619,67193,13473,5900,10.4,27.4,20.9,50.2,43.6,81.6,91.9,18.4,8.1,15.5,19.8,22.8,30.7,8,14.4,12.4,21.8
7/24/2001,70232,7783,18843,13019,35280,32380,56082,64242,14151,5991,11.1,26.8,18.5,50.2,46.1,79.9,91.5,20.1,8.5,15.7,20,22.8,31.4,7.9,15.2,12.3,22.4
7/17/2001,70659,7128,19322,13379,36627,31236,57134,63937,13524,6721,10.1,27.3,18.9,51.8,44.2,80.9,90.5,19.1,9.5,15.8,20.5,22.5,31.6,7.1,15.1,11.6,21.9
7/10/2001,72357,7299,19089,14502,36927,31849,58728,65439,13629,6917,10.1,26.4,20,51,44,81.2,90.4,18.8,9.6,15.6,20.7,21.9,32.1,6.6,15.7,11,22.4
7/3/2001,71503,6651,18778,14614,36548,30842,57813,64233,13689,7269,9.3,26.3,20.4,51.1,43.1,80.9,89.8,19.1,10.2,15.9,20.4,22.4,32.2,6.8,15.4,11.3,22.3
6/26/2001,71372,6408,18493,14242,37055,31510,57704,64245,13668,7127,9,25.9,20,51.9,44.1,80.8,90,19.2,10,16.3,20.6,23.5,32.9,6.5,15,10.9,22.1
6/19/2001,73623,7382,17858,14428,36557,33439,58368,65725,15255,7897,10,24.3,19.6,49.7,45.4,79.3,89.3,20.7,10.7,16.6,21.3,23.7,32.9,6.7,14.9,11,21.3
6/12/2001,72968,6401,16701,14362,40221,36168,60984,67230,11984,5737,8.8,22.9,19.7,55.1,49.6,83.6,92.1,16.4,7.9,21,24.8,29.4,37.5,7.3,14.2,11.7,20.6
6/5/2001,76614,6783,13301,16646,37938,38031,61367,67977,15247,8637,8.9,17.4,21.7,49.5,49.6,80.1,88.7,19.9,11.3,16.5,23.5,24.5,34.1,6.9,15.5,11.2,21.4
5/29/2001,72642,6845,10752,15066,37225,39854,59136,65671,13506,6971,9.4,14.8,20.7,51.2,54.9,81.4,90.4,18.6,9.6,17.6,26.5,25.6,36.4,6.9,16.5,11.2,23
5/22/2001,68866,6532,7203,14450,34274,41610,55256,63263,13610,5604,9.5,10.5,21,49.8,60.4,80.2,91.9,19.8,8.1,17.5,28.4,24.3,38.4,5.9,17,9.6,23.8
5/15/2001,68816,6437,7167,14363,34800,41508,55601,63039,13215,5777,9.4,10.4,20.9,50.6,60.3,80.8,91.6,19.2,8.4,17.3,27.8,24.1,37.9,5.8,17.1,9.5,24
5/8/2001,72251,7127,7082,15849,34436,42842,57412,65773,14839,6478,9.9,9.8,21.9,47.7,59.3,79.5,91,20.5,9,16.8,28.1,23.5,37.6,6,16.2,9.6,22.3
5/1/2001,66674,8555,9358,11615,32544,39223,52714,60196,13961,6478,12.8,14,17.4,48.8,58.8,79.1,90.3,20.9,9.7,15.3,28.4,23.2,38.8,7.5,19.2,11.5,25.8
4/24/2001,67978,7194,12110,12823,35775,37606,55793,62539,12185,5439,10.6,17.8,18.9,52.6,55.3,82.1,92,17.9,8,17.7,28.1,25.6,38.1,8.2,18.2,12.6,24.3
4/17/2001,70981,6607,15155,12326,39257,37018,58190,64498,12790,6482,9.3,21.4,17.4,55.3,52.2,82,90.9,18,9.1,18.1,27.7,26.5,37.5,8.7,18.5,13.8,23.4
4/10/2001,76835,6839,15605,16259,43516,41193,66614,73057,10221,3778,8.9,20.3,21.2,56.6,53.6,86.7,95.1,13.3,4.9,20,29.2,28.4,38.5,8.6,16.6,13.4,22
4/3/2001,74562,7036,15332,15141,42135,39818,64312,70291,10250,4271,9.4,20.6,20.3,56.5,53.4,86.3,94.3,13.7,5.7,19.4,30.4,27.7,40,8,17.3,12.6,23.3
3/27/2001,72681,6650,13856,14095,40053,39396,60797,67348,11884,5333,9.1,19.1,19.4,55.1,54.2,83.6,92.7,16.4,7.3,18.2,29.3,27,39.3,8.1,17.6,12.7,23.8
3/20/2001,71638,6787,13509,14200,38856,38262,59843,65971,11796,5667,9.5,18.9,19.8,54.2,53.4,83.5,92.1,16.5,7.9,17.4,28.3,26,38.9,7.9,17.6,12.7,24.2
3/13/2001,69266,6827,12640,13486,35769,37133,56082,63259,13184,6007,9.9,18.2,19.5,51.6,53.6,81,91.3,19,8.7,15.2,28.1,24.8,38.7,8.4,19,12.7,26
3/6/2001,68316,6662,11704,13727,33942,37858,54331,63289,13985,5027,9.8,17.1,20.1,49.7,55.4,79.5,92.6,20.5,7.4,15,29.4,23.8,40.1,7.8,19.4,12,26.9
2/27/2001,64745,6241,12336,12958,33715,34829,52914,60123,11831,4622,9.6,19.1,20,52.1,53.8,81.7,92.9,18.3,7.1,16.5,30.2,26.7,41.5,8.3,19.7,12.7,26.8
2/20/2001,62778,6991,13576,11294,32979,33086,51264,57956,11514,4822,11.1,21.6,18,52.5,52.7,81.7,92.3,18.3,7.7,19,31.6,29.1,42.3,9,18.4,13.5,25.4
2/13/2001,61982,7498,13291,10651,31672,33220,49821,57162,12162,4820,12.1,21.4,17.2,51.1,53.6,80.4,92.2,19.6,7.8,17,30,27.2,40.3,10.1,18.4,14.1,24.8
2/6/2001,67488,6927,13582,14208,34226,34502,55360,62292,12127,5196,10.3,20.1,21.1,50.7,51.1,82,92.3,18,7.7,18.2,28,27.9,39.4,8.8,16.4,12.7,22.7
1/30/2001,63649,6921,11905,12701,32132,33463,51755,58070,11894,5579,10.9,18.7,20,50.5,52.6,81.3,91.2,18.7,8.8,18.3,28.3,28.5,39.8,9.1,16.4,12.8,23.6
1/23/2001,64607,7001,11646,13029,30890,34306,50920,58981,13687,5626,10.8,18,20.2,47.8,53.1,78.8,91.3,21.2,8.7,17.5,28.5,26.6,40.1,8.1,16,11.8,23.4
1/16/2001,62968,6208,13806,12314,32399,31092,50921,57212,12047,5756,9.9,21.9,19.6,51.5,49.4,80.9,90.9,19.1,9.1,18.4,28.4,28.6,38.6,9.1,16.1,13.2,22.9
1/9/2001,61828,6068,14403,12389,32105,29113,50562,55906,11266,5922,9.8,23.3,20,51.9,47.1,81.8,90.4,18.2,9.6,18.2,27.5,29,37.6,9.6,15.8,14.2,22.5
1/2/2001,58142,5879,14139,10639,31579,28276,48097,53053,10044,5089,10.1,24.3,18.3,54.3,48.6,82.7,91.2,17.3,8.8,19.5,28.1,29.9,38,9.7,15.7,14.5,22.2
12/26/2000,57630,5663,12100,11149,30622,29369,47433,52617,10196,5013,9.8,21,19.3,53.1,51,82.3,91.3,17.7,8.7,19.8,28.6,29.9,39.1,9.5,15.4,14.3,21.9
12/19/2000,56451,4997,11993,10780,30770,27924,46547,50698,9904,5753,8.9,21.2,19.1,54.5,49.5,82.5,89.8,17.5,10.2,19.4,28.1,29,38.3,9.5,15.1,14.7,21.1
12/12/2000,54851,4927,11694,9844,30144,27421,44915,48959,9936,5891,9,21.3,17.9,55,50,81.9,89.3,18.1,10.7,18.3,27.7,28.1,37.2,9.9,15.2,15.3,22.1
12/5/2000,55101,4182,11505,9566,29298,26100,43046,47172,12054,7929,7.6,20.9,17.4,53.2,47.4,78.1,85.6,21.9,14.4,19.1,26.3,28.4,36.9,9.4,15.8,14.1,22.4
11/28/2000,51524,4139,9706,8972,27116,25784,40227,44462,11297,7063,8,18.8,17.4,52.6,50,78.1,86.3,21.9,13.7,18.6,27.8,28.3,38.8,10,18.9,15.1,25.5
11/21/2000,51329,3481,9721,8768,28060,25930,40310,44419,11019,6910,6.8,18.9,17.1,54.7,50.5,78.5,86.5,21.5,13.5,19.4,28.1,30.2,39.8,10.3,18.4,15.5,25.3
11/14/2000,51135,3063,8990,8067,28302,26903,39432,43960,11703,7174,6,17.6,15.8,55.3,52.6,77.1,86,22.9,14,16.3,24,26.8,37.3,10,17.7,15.6,25.9
11/7/2000,57110,3194,8966,12359,28425,27755,43978,49080,13132,8031,5.6,15.7,21.6,49.8,48.6,77,85.9,23,14.1,14.5,20.2,24.6,32,9.2,14.2,14.5,21.8
10/31/2000,56917,3536,8255,12136,32751,32971,48423,53363,8494,3554,6.2,14.5,21.3,57.5,57.9,85.1,93.8,14.9,6.2,20.8,27,31.3,38.5,9.4,13.9,14.5,21.7
10/24/2000,55196,4619,5799,11572,30048,34560,46239,51931,8957,3264,8.4,10.5,21,54.4,62.6,83.8,94.1,16.2,5.9,19.3,27,28.7,38.1,8.5,14.3,13,22.1
10/17/2000,57166,6247,5640,11582,28533,36466,46361,53687,10804,3479,10.9,9.9,20.3,49.9,63.8,81.1,93.9,18.9,6.1,17.1,26.9,25.6,37.4,8,14.6,13.5,22.3
10/10/2000,54103,3895,7851,9522,31273,32465,44689,49838,9414,4265,7.2,14.5,17.6,57.8,60,82.6,92.1,17.4,7.9,21.3,28.2,30,39.9,8.8,15,13.6,23.3
10/3/2000,53266,3236,7817,9565,31393,31961,44194,49342,9072,3924,6.1,14.7,18,58.9,60,83,92.6,17,7.4,21.8,28.4,30.8,40,9.2,15.7,14.9,24.1
9/26/2000,51417,3431,7968,8375,30207,30263,42013,46605,9404,4811,6.7,15.5,16.3,58.7,58.9,81.7,90.6,18.3,9.4,20.7,27.6,29.2,38.3,9.3,16.6,15.2,25.5
9/19/2000,49728,3116,7240,8208,28990,29980,40313,45427,9416,4302,6.3,14.6,16.5,58.3,60.3,81.1,91.3,18.9,8.7,19.7,27.8,28.8,38.4,10.2,17.1,16,26
9/12/2000,49159,3213,6538,7672,28433,29424,39319,43634,9841,5525,6.5,13.3,15.6,57.8,59.9,80,88.8,20,11.2,17.8,28.7,27,38.9,10.2,19.6,16.2,28.8
9/5/2000,51882,3410,7450,8820,29597,28888,41826,45158,10055,6724,6.6,14.4,17,57,55.7,80.6,87,19.4,13,17.6,26.2,27,36.4,10.4,18.7,16.8,27.1
8/29/2000,49805,3302,6766,8064,27808,28200,39174,43030,10631,6775,6.6,13.6,16.2,55.8,56.6,78.7,86.4,21.3,13.6,17.3,26,26.6,36.4,10.3,18.3,16.1,26.6
8/22/2000,48700,3274,3996,8811,26714,29488,38799,42295,9901,6405,6.7,8.2,18.1,54.9,60.6,79.7,86.8,20.3,13.2,16.6,26.2,27.1,36.8,10,18.7,15.6,27.2
8/15/2000,48210,3397,4451,6807,28980,32423,39184,43680,9026,4530,7,9.2,14.1,60.1,67.3,81.3,90.6,18.7,9.4,19.7,29.7,29.7,41,10.4,16.9,15.4,26.3
8/8/2000,55838,3764,3401,12238,29036,34538,45038,50177,10801,5662,6.7,6.1,21.9,52,61.9,80.7,89.9,19.3,10.1,16.4,26.1,26,36.4,10.1,15,14.1,23.5
8/1/2000,55969,3497,2843,12597,29598,35596,45693,51037,10277,4933,6.2,5.1,22.5,52.9,63.6,81.6,91.2,18.4,8.8,15.2,26.4,24.9,36.6,9.5,14.7,13.7,23.1
7/25/2000,56779,4021,2580,12323,29877,36408,46220,51311,10559,5468,7.1,4.5,21.7,52.6,64.1,81.4,90.4,18.6,9.6,14.6,26.5,24.3,37.1,9.4,15.2,14.2,23.4
7/18/2000,66746,6368,3784,15977,34227,43069,56572,62829,10174,3916,9.5,5.7,23.9,51.3,64.5,84.8,94.1,15.2,5.9,16.7,27.7,25.5,38.4,6.2,12.5,10.2,19.7
7/11/2000,62114,4502,9509,12440,33937,33942,50880,55891,11234,6222,7.2,15.3,20,54.6,54.6,81.9,90,18.1,10,12.2,22,20.9,31.9,8.7,13.9,13.9,21.2
7/5/2000,59081,4936,11404,9731,33595,31084,48262,52219,10819,6862,8.4,19.3,16.5,56.9,52.6,81.7,88.4,18.3,11.6,12.5,21.2,21.8,30.8,10,13.7,16,21.4
6/27/2000,59453,4909,10525,10355,33196,31941,48460,52821,10993,6632,8.3,17.7,17.4,55.8,53.7,81.5,88.8,18.5,11.2,11.7,20.7,20.9,31,9.2,13.9,15,21.3
6/20/2000,61000,4936,11104,10883,33333,31671,49151,53658,11849,7342,8.1,18.2,17.8,54.6,51.9,80.6,88,19.4,12,11.1,19.8,20.3,29.8,8.8,13.4,14.3,20.6
6/13/2000,62421,4528,8643,10871,36184,36837,51583,56351,10838,6070,7.3,13.8,17.4,58,59,82.6,90.3,17.4,9.7,13.7,25.4,23.5,36.1,8,15.1,12.8,22.4
6/6/2000,68126,4930,9481,14416,36973,37525,56320,61422,11806,6704,7.2,13.9,21.2,54.3,55.1,82.7,90.2,17.3,9.8,12.8,22.8,22.7,32.8,8.7,14,12.7,20.3
5/30/2000,61963,5484,6205,13181,31972,37158,50636,56544,11327,5420,8.9,10,21.3,51.6,60,81.7,91.3,18.3,8.7,12.7,23.6,22.3,34.7,8.4,15.3,12.9,22.5
5/23/2000,61061,5181,6094,12824,32083,37035,50089,55953,10972,5108,8.5,10,21,52.5,60.7,82,91.6,18,8.4,13,23.9,23.2,35.7,9,16.1,13.3,23.1
5/16/2000,63513,5650,11148,11914,35693,34656,53257,57718,10256,5795,8.9,17.6,18.8,56.2,54.6,83.9,90.9,16.1,9.1,13.8,21.6,24.9,32.9,10.5,13.4,14.8,21
5/9/2000,61773,5511,9125,11584,35163,36524,52258,57233,9515,4540,8.9,14.8,18.8,56.9,59.1,84.6,92.7,15.4,7.3,15.8,23.7,26,36.5,10.7,13.5,15,22.4
5/2/2000,62396,5417,9296,11761,35948,36528,53125,57585,9271,4812,8.7,14.9,18.8,57.6,58.5,85.1,92.3,14.9,7.7,16.5,23.9,27.7,36.3,11.5,12.9,15.5,21.9
4/25/2000,62057,5054,11216,10837,37751,34718,53642,56770,8415,5287,8.1,18.1,17.5,60.8,55.9,86.4,91.5,13.6,8.5,17,23.9,28.3,35.7,13.3,13.3,17.1,21
4/18/2000,61874,5912,12207,8596,38501,36219,53009,57023,8865,4852,9.6,19.7,13.9,62.2,58.5,85.7,92.2,14.3,7.8,16,27.8,27.4,39.8,12.6,16.2,16.9,23.7
4/11/2000,70327,7373,11705,13713,41126,39567,62212,64984,8115,5343,10.5,16.6,19.5,58.5,56.3,88.5,92.4,11.5,7.6,17.8,26.9,28.4,37.4,12.6,13.5,17.8,20.8
4/4/2000,64902,7084,7793,12299,36373,37986,55757,58078,9146,6824,10.9,12,19,56,58.5,85.9,89.5,14.1,10.5,17.9,27.7,28.5,40,13.7,17,19.3,25.1
3/28/2000,63203,7335,7977,11861,34973,37247,54169,57085,9034,6118,11.6,12.6,18.8,55.3,58.9,85.7,90.3,14.3,9.7,20.1,27.8,30.7,40.8,15.7,17.3,21.4,26
3/21/2000,62375,8170,7458,11918,33990,36860,54078,56237,8297,6138,13.1,12,19.1,54.5,59.1,86.7,90.2,13.3,9.8,20.2,27.4,30.6,41,16,17.9,22.1,26.6
3/14/2000,62290,7609,7884,11318,35182,36723,54109,55925,8181,6365,12.2,12.7,18.2,56.5,59,86.9,89.8,13.1,10.2,22.3,27.9,32.5,40.8,16.8,17.4,22.4,25.9
3/7/2000,61313,7442,7615,10806,34724,37172,52972,55594,8341,5719,12.1,12.4,17.6,56.6,60.6,86.4,90.7,13.6,9.3,23.7,28.8,33.5,40.9,15.8,16.5,21.3,25
2/29/2000,62385,7142,9365,12327,34600,33636,54070,55328,8315,7057,11.4,15,19.8,55.5,53.9,86.7,88.7,13.3,11.3,21.8,25.1,31.8,36.3,17.2,14.9,22.3,22.6
2/22/2000,63161,8523,6231,11692,34928,37269,55143,55192,8018,7968,13.5,9.9,18.5,55.3,59,87.3,87.4,12.7,12.6,24.9,28.3,35.4,38.1,16.7,15,22.5,22.6
2/15/2000,62846,8386,5339,11492,32874,37472,52752,54302,10094,8544,13.3,8.5,18.3,52.3,59.6,83.9,86.4,16.1,13.6,24.4,28.5,35.2,39,16.8,15,22.3,23.5
2/8/2000,70129,8316,4654,16958,34970,40889,60244,62502,9885,7627,11.9,6.6,24.2,49.9,58.3,85.9,89.1,14.1,10.9,23,26.4,33,36.8,16,14,20.5,21.4
2/1/2000,68409,8793,2757,17208,32221,40683,58222,60648,10187,7761,12.9,4,25.2,47.1,59.5,85.1,88.7,14.9,11.3,22.6,26.5,32.2,37.7,15.8,15.6,21,23.3
1/25/2000,67559,8753,2415,18604,31563,41162,58920,62181,8639,5378,13,3.6,27.5,46.7,60.9,87.2,92,12.8,8,21.9,25.7,31.8,37.1,15.8,15.7,21.1,23.9
1/18/2000,68420,9893,1487,18699,31199,43046,59791,63232,8628,5187,14.5,2.2,27.3,45.6,62.9,87.4,92.4,12.6,7.6,21.3,26.1,31.3,38.3,15.7,16,21.1,25.3
1/11/2000,67084,10589,1204,17654,29899,43434,58142,62293,8942,4791,15.8,1.8,26.3,44.6,64.7,86.7,92.9,13.3,7.1,21.5,26.4,31.2,39.6,15.5,17.1,21.4,27.5
1/4/2000,69168,10581,716,20063,29117,43329,59761,64108,9407,5060,15.3,1,29,42.1,62.6,86.4,92.7,13.6,7.3,20.9,24.7,31.1,37.7,15.2,15.8,20.6,25.6
12/28/1999,68645,11004,572,19705,28039,43200,58748,63478,9897,5168,16,0.8,28.7,40.8,62.9,85.6,92.5,14.4,7.5,20.6,24.6,29.7,37.8,15.1,16.3,20.3,26.1
12/21/1999,71105,11271,633,20326,28735,44689,60332,65649,10773,5457,15.9,0.9,28.6,40.4,62.8,84.8,92.3,15.2,7.7,19.7,24.3,29.5,37.2,14.4,16.1,19.4,25.5
12/14/1999,70757,11779,677,19197,27312,44475,58287,64349,12469,6408,16.6,1,27.1,38.6,62.9,82.4,90.9,17.6,9.1,18.3,23.7,27.8,36.1,14.2,16.3,18.5,25.4
12/7/1999,75802,12945,625,21889,28929,47194,63764,69708,12038,6094,17.1,0.8,28.9,38.2,62.3,84.1,92,15.9,8,19.2,25,28.7,36.9,13.1,16.2,17.6,25
11/30/1999,72808,12404,1124,20618,27443,45448,60466,67190,12342,5617,17,1.5,28.3,37.7,62.4,83,92.3,17,7.7,19.5,23.7,27.9,35.5,13.2,15.2,17,24.4
11/23/1999,65463,11859,1091,16982,26126,42247,54966,60320,10497,5143,18.1,1.7,25.9,39.9,64.5,84,92.1,16,7.9,19.7,24.5,28.4,37.1,14.1,15.8,18.5,25.7
11/16/1999,70147,13567,1211,18616,26780,45709,58963,65536,11185,4611,19.3,1.7,26.5,38.2,65.2,84.1,93.4,15.9,6.6,20.3,26.1,28.5,36.5,12.3,15.2,16.6,23.2
11/9/1999,67107,11581,756,18247,26157,42440,55986,61443,11122,5664,17.3,1.1,27.2,39,63.2,83.4,91.6,16.6,8.4,17.8,25.8,26.9,37.5,9.1,14.2,13.1,21.3
11/2/1999,74875,11382,839,23039,28492,44736,62913,68614,11962,6261,15.2,1.1,30.8,38.1,59.7,84,91.6,16,8.4,17,24.3,27.1,37,8,12.7,11.8,19.4
10/26/1999,72326,10701,1655,20675,28129,42121,59506,64451,12821,7876,14.8,2.3,28.6,38.9,58.2,82.3,89.1,17.7,10.9,16.5,24.3,26.4,36.3,8.4,13.5,13,20
10/19/1999,73843,10637,1721,20639,29133,43204,60409,65564,13434,8280,14.4,2.3,27.9,39.5,58.5,81.8,88.8,18.2,11.2,16.6,24.6,26.3,36.5,7.1,12.9,11.5,18.8
10/12/1999,61268,5064,8324,13779,29133,31779,47975,53882,13293,7386,8.3,13.6,22.5,47.5,51.9,78.3,87.9,21.7,12.1,17.9,23.9,26.3,34.6,5.4,11.3,8.2,16.6
10/5/1999,58700,3378,13393,10787,31687,26482,45851,50661,12849,8039,5.8,22.8,18.4,54,45.1,78.1,86.3,21.9,13.7,17.4,22.9,26.6,33.2,7.5,12.6,11.9,17.5
9/28/1999,61438,3346,13878,12408,33704,27448,49459,53734,11980,7705,5.4,22.6,20.2,54.9,44.7,80.5,87.5,19.5,12.5,17,22.3,26.2,32.3,7.8,12.6,12,17.7
9/21/1999,61375,3329,14683,12293,34635,27115,50258,54092,11117,7284,5.4,23.9,20,56.4,44.2,81.9,88.1,18.1,11.9,16.5,21.9,26.5,32.1,8.3,12.5,12.4,17.6
9/14/1999,59780,2967,13548,11720,33800,26673,48486,51941,11293,7839,5,22.7,19.6,56.5,44.6,81.1,86.9,18.9,13.1,17.6,22.4,27.7,32.6,7.2,12,11.2,16.7
9/7/1999,54381,3148,11163,9416,31739,26506,44303,47085,10078,7296,5.8,20.5,17.3,58.4,48.7,81.5,86.6,18.5,13.4,19.7,23.8,29.2,34.5,9,13.6,13.8,19.6
8/31/1999,57025,2722,13391,10043,34075,25954,46840,49387,10185,7638,4.8,23.5,17.6,59.8,45.5,82.1,86.6,17.9,13.4,20.9,22.9,30.1,33,10.3,12.9,15.2,18.4
8/24/1999,54843,2823,11060,9843,31945,26188,44611,47092,10232,7751,5.1,20.2,17.9,58.2,47.8,81.3,85.9,18.7,14.1,21.1,24.1,30.2,33.4,10.8,14.7,15.3,20.5
8/17/1999,57595,3116,10566,9374,32743,28819,45233,48758,12362,8837,5.4,18.3,16.3,56.9,50,78.5,84.7,21.5,15.3,20,24.1,28.7,33.6,9.9,14.7,14.1,20.4
8/10/1999,56279,2998,12672,7625,37153,30569,47776,50865,8502,5413,5.3,22.5,13.5,66,54.3,84.9,90.4,15.1,9.6,24.1,25.9,33,36.8,12.6,15,17.5,20.9
8/3/1999,61568,2678,12906,12027,36259,29383,50965,54316,10604,7253,4.4,21,19.5,58.9,47.7,82.8,88.2,17.2,11.8,20.3,21.3,28.7,31,11.4,13.2,15.5,18.6
7/27/1999,56163,3223,11237,10900,31948,27311,46071,49448,10092,6715,5.7,20,19.4,56.9,48.6,82,88,18,12,18.3,21.7,26.8,31.9,9.8,14.9,14.1,21.7
7/20/1999,57781,3063,13140,11240,32621,25006,46923,49386,10857,8395,5.3,22.7,19.5,56.5,43.3,81.2,85.5,18.8,14.5,17,18.6,25.5,28.7,10.8,13.8,14.8,20.9
7/13/1999,58435,3053,12797,11308,33317,25758,47678,49863,10757,8573,5.2,21.9,19.4,57,44.1,81.6,85.3,18.4,14.7,16.7,18.9,25.2,28.9,9.6,12.8,14,19.8
7/6/1999,59385,2751,11669,11233,33471,26392,47455,49294,11930,10091,4.6,19.6,18.9,56.4,44.4,79.9,83,20.1,17,18.3,18.5,26.6,27.8,11.8,11.2,15.4,18.3
6/29/1999,58421,4050,6633,13403,30965,30141,48418,50177,10003,8244,6.9,11.4,22.9,53,51.6,82.9,85.9,17.1,14.1,16.4,20.5,25.7,32.6,9.9,11.8,13.6,18.9
